"Treatment.Act","BA","Recovery","low","med","high"
"Fire",86.9,0,13.5351444424086,14.224916394475,14.9078733576339
"Fire",87,0,13.5343179595495,14.2247959284774,14.9088057541441
"Fire",87.1,0,13.5328873077257,14.2246899587183,14.9099607814809
"Fire",87.2,0,13.5313686713303,14.2243273003259,14.9114058887784
"Fire",87.3,0,13.5301905785155,14.2240595684696,14.91208837473
"Fire",87.4,0,13.5286834566391,14.2239175896319,14.913045870301
"Fire",87.5,0,13.5280891292512,14.2239687815947,14.9141572719249
"Fire",87.6,0,13.5262924189025,14.2235612144545,14.9153588100841
"Fire",87.7,0,13.5251263036483,14.2234838033141,14.9178422375764
"Fire",87.8,0,13.5235820232764,14.2233335118398,14.9199447524315
"Fire",87.9,0,13.5218928811779,14.2232423056653,14.9211895925239
"Fire",88,0,13.5210031095134,14.223192594922,14.922496789594
"Fire",88.1,0,13.519538020032,14.2228542617977,14.9237205883304
"Fire",88.2,0,13.5182755781429,14.223064707173,14.924539726267
"Fire",88.3,0,13.5161051992479,14.2229396001209,14.9256700535629
"Fire",88.4,0,13.514957334049,14.2226808796147,14.9267508186129
"Fire",88.5,0,13.5141497784622,14.2227241859149,14.9284463095881
"Fire",88.6,0,13.513014403914,14.2224430983982,14.9288081634925
"Fire",88.7,0,13.5113065398263,14.2225528024875,14.9303053046732
"Fire",88.8,0,13.5102490211605,14.2225042424598,14.9313084488302
"Fire",88.9,0,13.5085487357329,14.2227321937276,14.9320937767328
"Fire",89,0,13.5075155838809,14.2227036234148,14.9333970383845
"Fire",89.1,0,13.5062537532397,14.2225985439257,14.9346788818036
"Fire",89.2,0,13.5045046572522,14.2224015098601,14.9359765367375
"Fire",89.3,0,13.5041787835279,14.2220803040538,14.9371286753321
"Fire",89.4,0,13.5025884244219,14.2221736368425,14.938118270407
"Fire",89.5,0,13.5015900855973,14.222186547035,14.939801808683
"Fire",89.6,0,13.4996322989447,14.2218379915366,14.9409817907126
"Fire",89.7,0,13.4986769678309,14.2218357861472,14.9427963709701
"Fire",89.8,0,13.4972653908775,14.2219989832003,14.943628419172
"Fire",89.9,0,13.4954345878375,14.2219169333106,14.9439930785368
"Fire",90,0,13.4942500278281,14.2216070622334,14.9455446223501
"Fire",90.1,0,13.4930766566964,14.2218662177453,14.9464048634197
"Fire",90.2,0,13.4920431168016,14.2214975460095,14.9482673988842
"Fire",90.3,0,13.4912792739273,14.2215576759389,14.9494447374135
"Fire",90.4,0,13.4896163781582,14.2213943371716,14.9505833798021
"Fire",90.5,0,13.4876732961165,14.2210542132594,14.9516883804037
"Fire",90.6,0,13.4861630911319,14.2208490542434,14.9521946877783
"Fire",90.7,0,13.48526204117,14.2207228157151,14.953032317554
"Fire",90.8,0,13.4840444523717,14.2206030266877,14.9546020496766
"Fire",90.9,0,13.4829921401003,14.2207540949529,14.956037611709
"Fire",91,0,13.482088334452,14.2207395185396,14.9575185554125
"Fire",91.1,0,13.4803412808663,14.2203484014998,14.9586062465682
"Fire",91.2,0,13.4798126487469,14.2203068270048,14.9598871094561
"Fire",91.3,0,13.4787579624273,14.2202295120683,14.96130951279
"Fire",91.4,0,13.4776881902559,14.2202595133226,14.9620218188185
"Fire",91.5,0,13.4756905534982,14.2200476672604,14.9632370724072
"Fire",91.6,0,13.4742319306601,14.2198637406482,14.9654547901523
"Fire",91.7,0,13.4732139965061,14.2196038517337,14.9667852021335
"Fire",91.8,0,13.4713926767959,14.2192943086585,14.9690946476438
"Fire",91.9,0,13.4695669791224,14.2193042538097,14.9702683443686
"Fire",92,0,13.4676318844207,14.2189599855112,14.9708748387832
"Fire",92.1,0,13.4656286330149,14.2189325635863,14.9720930274838
"Fire",92.2,0,13.4636481232202,14.2187436999829,14.9730308949244
"Fire",92.3,0,13.4620962932272,14.2183308624759,14.9743727997308
"Fire",92.4,0,13.4608057452401,14.2178711329568,14.9761996446604
"Fire",92.5,0,13.4594930507845,14.2176788462581,14.9774629447012
"Fire",92.6,0,13.4582739337547,14.2173274365826,14.9778530016432
"Fire",92.7,0,13.4564312182168,14.2173748647737,14.9787067189509
"Fire",92.8,0,13.4557838234571,14.2169928649966,14.9800202655136
"Fire",92.9,0,13.4541818178345,14.2168370006059,14.9815123005391
"Fire",93,0,13.452887271166,14.2170081098952,14.9830465796061
"Fire",93.1,0,13.4516797220038,14.2170237033245,14.9842626042948
"Fire",93.2,0,13.4496328527249,14.2167657672255,14.9857717657788
"Fire",93.3,0,13.4476968242209,14.2165729709989,14.9874661007412
"Fire",93.4,0,13.4457677607381,14.2164559940165,14.9887722157633
"Fire",93.5,0,13.4438323725006,14.216137927826,14.9903649351375
"Fire",93.6,0,13.442220351044,14.21607526646,14.9919590315597
"Fire",93.7,0,13.4404602550173,14.2162259616044,14.993008161089
"Fire",93.8,0,13.4398816198554,14.2163601722272,14.9951036422652
"Fire",93.9,0,13.4382282611264,14.2164317364832,14.9964376272272
"Fire",94,0,13.4368454996764,14.2163513709357,14.9978201650834
"Fire",94.1,0,13.4349143022268,14.2160949614171,14.9994473573083
"Fire",94.2,0,13.4331902022634,14.2159206342063,15.0013660220209
"Fire",94.3,0,13.4314222816497,14.2160559481335,15.0028491414012
"Fire",94.4,0,13.4298986508867,14.2156628200006,15.0050344333012
"Fire",94.5,0,13.4278995247141,14.215541985196,15.0072375410291
"Fire",94.6,0,13.4265797205899,14.2152992076474,15.0087772950913
"Fire",94.7,0,13.4254169765475,14.2154673756046,15.0105572805022
"Fire",94.8,0,13.4241351601294,14.2155250149228,15.0117341290502
"Fire",94.9,0,13.4228893749311,14.2152684506436,15.0132322873113
"Fire",95,0,13.4208197215439,14.2151494102046,15.0155287888421
"Fire",95.1,0,13.4192258884602,14.2147398386329,15.017517528622
"Fire",95.2,0,13.4180662610564,14.2148525491641,15.0188782536871
"Fire",95.3,0,13.4161725511788,14.2149410453818,15.0197675403323
"Fire",95.4,0,13.4151583400531,14.2146513715282,15.0211245047276
"Fire",95.5,0,13.4129774560068,14.2144087212534,15.023450351192
"Fire",95.6,0,13.4109158807651,14.214623677643,15.0254022955018
"Fire",95.7,0,13.4093589156431,14.2148368048041,15.02610133542
"Fire",95.8,0,13.4075354419854,14.2149865636303,15.0284953906044
"Fire",95.9,0,13.4060383351014,14.2148324301767,15.0300703264162
"Fire",96,0,13.4043415587224,14.2146666831504,15.0312548384216
"Fire",96.1,0,13.4030490908821,14.214761269223,15.0326396594249
"Fire",96.2,0,13.4006083501469,14.2147528655274,15.0335865545334
"Fire",96.3,0,13.3985959277081,14.2147304966722,15.0353351331091
"Fire",96.4,0,13.3969188635243,14.2143810212748,15.0374395046281
"Fire",96.5,0,13.394892297297,14.2141704081603,15.0389743296263
"Fire",96.6,0,13.3926874644485,14.2140287843184,15.0400762170055
"Fire",96.7,0,13.3904861807951,14.21378929641,15.0410749840716
"Fire",96.8,0,13.3884038759536,14.2136481325115,15.0424780368832
"Fire",96.9,0,13.3865566075457,14.2134335571232,15.0444531049813
"Fire",97,0,13.384042934908,14.2136019614955,15.0463429092367
"Fire",97.1,0,13.3823676131898,14.2135816865445,15.0480096915216
"Fire",97.2,0,13.3811449842718,14.2133195437647,15.0494883717843
"Fire",97.3,0,13.3794246355004,14.2133263427762,15.050753755915
"Fire",97.4,0,13.3771283391807,14.2130863475057,15.0525113038532
"Fire",97.5,0,13.3750349866443,14.2131991422207,15.0541029697228
"Fire",97.6,0,13.3726932186221,14.2130031153517,15.0555455866244
"Fire",97.7,0,13.3711728929653,14.2127510380253,15.056898749632
"Fire",97.8,0,13.3687836767318,14.2126962109122,15.0589458851306
"Fire",97.9,0,13.3662015895916,14.2126202004564,15.0603330104059
"Fire",98,0,13.3646084303916,14.2126745810925,15.0618461338873
"Fire",98.1,0,13.3629268909892,14.2125113973786,15.0635020112051
"Fire",98.2,0,13.3608840156837,14.2123636629419,15.0646970156161
"Fire",98.3,0,13.3590752973297,14.2124058369735,15.0656991479292
"Fire",98.4,0,13.3568413512668,14.2122301038092,15.0669406237889
"Fire",98.5,0,13.3549117886905,14.2118764744379,15.0684336029802
"Fire",98.6,0,13.3528412852428,14.212048002528,15.0694066897585
"Fire",98.7,0,13.351203285756,14.2117704344935,15.0703943428208
"Fire",98.8,0,13.3483196576996,14.2116497706694,15.071741012432
"Fire",98.9,0,13.3464331819359,14.2115059508139,15.0737582339067
"Fire",99,0,13.3443324144372,14.2112228934498,15.0751182751228
"Fire",99.1,0,13.3429783569098,14.2110203705552,15.0769275065001
"Fire",99.2,0,13.3411049785738,14.210889146411,15.0785719659751
"Fire",99.3,0,13.3386256645631,14.2106256713158,15.0805039651366
"Fire",99.4,0,13.336119712525,14.2106616745017,15.0819394797686
"Fire",99.5,0,13.3344871849456,14.2106108981599,15.0834505712978
"Fire",99.6,0,13.3322529476024,14.2104565141552,15.0853783614258
"Fire",99.7,0,13.3307710036884,14.2103033830283,15.0867429164237
"Fire",99.8,0,13.3293286565362,14.2103937255078,15.0882074890291
"Fire",99.9,0,13.3276192569201,14.2100445905167,15.0895653920285
"Fire",100,0,13.325403790604,14.2097455526718,15.0914254808593
"Fire",100.1,0,13.323060759148,14.2096706941465,15.093090907116
"Fire",100.2,0,13.3214592613766,14.2097419265693,15.0949113828707
"Fire",100.3,0,13.3193408411427,14.2096646508831,15.0965881511827
"Fire",100.4,0,13.3172037582929,14.209738906685,15.0977110205314
"Fire",100.5,0,13.3149600318175,14.2098517694518,15.1000143805116
"Fire",100.6,0,13.3125933638663,14.2100177323952,15.1021244595558
"Fire",100.7,0,13.3107262691464,14.2100890966543,15.1034134364501
"Fire",100.8,0,13.3081535882949,14.2101490922569,15.105367282517
"Fire",100.9,0,13.3066641566169,14.2100077560006,15.1069446770313
"Fire",101,0,13.3051403894489,14.2098550750555,15.108562735816
"Fire",101.1,0,13.3028532327074,14.2096224477509,15.1098615115485
"Fire",101.2,0,13.3005660759659,14.2097227545245,15.1117039967024
"Fire",101.3,0,13.2989732402763,14.2094138596409,15.114100207237
"Fire",101.4,0,13.2974816782812,14.2093532099019,15.1156785198161
"Fire",101.5,0,13.2961187815256,14.209143852626,15.1170508871096
"Fire",101.6,0,13.2938825454437,14.2090818074751,15.1186608319082
"Fire",101.7,0,13.292390352559,14.2090667321777,15.1208413747152
"Fire",101.8,0,13.2904290804498,14.2090071789071,15.1222326596067
"Fire",101.9,0,13.2887360730946,14.2091046322679,15.1244006691626
"Fire",102,0,13.2864988334895,14.2090967549895,15.1259504793564
"Fire",102.1,0,13.2849732670182,14.208833241966,15.1272828422381
"Fire",102.2,0,13.2828306037069,14.2086566792893,15.1287518659253
"Fire",102.3,0,13.2798960303376,14.2086595108539,15.1300575812894
"Fire",102.4,0,13.2782345635732,14.208806090555,15.1317287732093
"Fire",102.5,0,13.2767835149071,14.2088410816575,15.1336723015045
"Fire",102.6,0,13.2751042001837,14.208865553342,15.1355209357812
"Fire",102.7,0,13.27297187262,14.2085811064663,15.1374146063226
"Fire",102.8,0,13.271425119884,14.2083567561804,15.1390646628636
"Fire",102.9,0,13.2690634878424,14.2084131956126,15.1411639212032
"Fire",103,0,13.2674562879664,14.208472352326,15.143136443075
"Fire",103.1,0,13.2654992051278,14.2086027657646,15.1451734666749
"Fire",103.2,0,13.2626746468282,14.2082821787565,15.1472104902749
"Fire",103.3,0,13.2604243572543,14.208048064183,15.1489700531008
"Fire",103.4,0,13.2580160103279,14.2079809186657,15.1504619477917
"Fire",103.5,0,13.2555910153406,14.2079813866637,15.1515428513109
"Fire",103.6,0,13.2538361874075,14.2079757928879,15.1532391552805
"Fire",103.7,0,13.2521139273559,14.2077955344205,15.1553020632964
"Fire",103.8,0,13.2505043721123,14.2079154797668,15.1563782829602
"Fire",103.9,0,13.2490512113236,14.2078716999564,15.1573653068134
"Fire",104,0,13.2474674511424,14.2078653698206,15.1586073828934
"Fire",104.1,0,13.245944724514,14.2079032076653,15.1613944017353
"Fire",104.2,0,13.2441207206291,14.2076346980109,15.1624468951836
"Fire",104.3,0,13.241696037439,14.207494392045,15.1643506634665
"Fire",104.4,0,13.2393520762877,14.2074686930244,15.1662272523386
"Fire",104.5,0,13.2383941454909,14.2073700838906,15.1677805097942
"Fire",104.6,0,13.2356515712171,14.2070962443184,15.1703440299818
"Fire",104.7,0,13.2344030344566,14.2071366204559,15.1727045813645
"Fire",104.8,0,13.2324869334467,14.2070151876522,15.1744723242181
"Fire",104.9,0,13.2306684035024,14.2067553379109,15.1763654572392
"Fire",105,0,13.2284119233529,14.2068506000946,15.1777272343663
"Fire",105.1,0,13.2265737848404,14.2066571811405,15.179766798728
"Fire",105.2,0,13.2243600808123,14.2064706245433,15.1815432803898
"Fire",105.3,0,13.222018014176,14.206530509317,15.1836947902543
"Fire",105.4,0,13.2200412471541,14.2062204758,15.1862359137491
"Fire",105.5,0,13.2174777247631,14.2061111415756,15.1878764758352
"Fire",105.6,0,13.2153064332139,14.2057200612092,15.1891006735498
"Fire",105.7,0,13.2128249462457,14.2056684668439,15.1920051597964
"Fire",105.8,0,13.2114322446363,14.2056322464097,15.1928721516478
"Fire",105.9,0,13.2095925924568,14.2053783501331,15.1947686576446
"Fire",106,0,13.2081196274171,14.2055511470281,15.1961545579486
"Fire",106.1,0,13.206748814823,14.205406824695,15.1982780558111
"Fire",106.2,0,13.2055314551428,14.20516646297,15.2000110484087
"Fire",106.3,0,13.2037353597402,14.2050301895225,15.2014138044926
"Fire",106.4,0,13.2011891894881,14.2051327598391,15.2037822731223
"Fire",106.5,0,13.1986652704731,14.2049618799,15.2051026041538
"Fire",106.6,0,13.1966205489743,14.2048721232097,15.2070271388442
"Fire",106.7,0,13.1943358540944,14.2046221514545,15.2089468015016
"Fire",106.8,0,13.1924083422147,14.2045853430056,15.2108861957917
"Fire",106.9,0,13.1905150988445,14.2043495084299,15.2127738720739
"Fire",107,0,13.1888783259878,14.2041903549397,15.2143707475456
"Fire",107.1,0,13.1867057171925,14.2040773139707,15.2159828447814
"Fire",107.2,0,13.1841092680827,14.2038158940642,15.2179643964082
"Fire",107.3,0,13.1817606788038,14.2035719464155,15.2193509351915
"Fire",107.4,0,13.1797342769239,14.2036724432566,15.220692898891
"Fire",107.5,0,13.1779298784562,14.2035001945448,15.2224842950383
"Fire",107.6,0,13.1759835007665,14.2029797415311,15.2239353893936
"Fire",107.7,0,13.1734591690586,14.202876616415,15.2265442811136
"Fire",107.8,0,13.1706092741109,14.202874512885,15.2290240569432
"Fire",107.9,0,13.1685654559844,14.2026524591307,15.2317788789507
"Fire",108,0,13.1664043031625,14.2027189728965,15.2340086314653
"Fire",108.1,0,13.1651087013495,14.2024613611231,15.2359817629997
"Fire",108.2,0,13.1639287064241,14.2025186506938,15.2379220418202
"Fire",108.3,0,13.161115376364,14.2023312270081,15.2398636882513
"Fire",108.4,0,13.1583633801957,14.201967851256,15.2421160157388
"Fire",108.5,0,13.1563354140837,14.2020538966725,15.2441890343675
"Fire",108.6,0,13.1538506278669,14.2017440590349,15.246457843188
"Fire",108.7,0,13.1515401328564,14.2014107549902,15.2482020166849
"Fire",108.8,0,13.1489571641082,14.2015078185475,15.2495037849141
"Fire",108.9,0,13.1470971901517,14.2015271690708,15.2514340754297
"Fire",109,0,13.1451618936688,14.2012960040178,15.2536956665006
"Fire",109.1,0,13.1430569968904,14.2009881982257,15.2560080625926
"Fire",109.2,0,13.1403412037797,14.2007827582304,15.2575007543245
"Fire",109.3,0,13.1380793464668,14.2003406676622,15.2591552374924
"Fire",109.4,0,13.1362007229955,14.2003261213927,15.261085528008
"Fire",109.5,0,13.1341108960396,14.2002866724244,15.2630295195209
"Fire",109.6,0,13.1320947559984,14.2001075192572,15.2651193478691
"Fire",109.7,0,13.1296516822016,14.1999327768688,15.266876399555
"Fire",109.8,0,13.1277102564148,14.1996123462245,15.2694026808594
"Fire",109.9,0,13.125722110804,14.1994024738318,15.2719663305617
"Fire",110,0,13.1238362131667,14.1994836898309,15.2746019700236
"Fire",110.1,0,13.1217927295168,14.199449226696,15.2770177111752
"Fire",110.2,0,13.1199333216408,14.1994493379282,15.27880368071
"Fire",110.3,0,13.1181823102042,14.1992235096961,15.2805773608608
"Fire",110.4,0,13.1162907749472,14.1989508902175,15.2823489070673
"Fire",110.5,0,13.1144130415626,14.1987779931221,15.2840699851648
"Fire",110.6,0,13.112551747472,14.1986817198548,15.2855460752182
"Fire",110.7,0,13.1106366042153,14.1983928587192,15.2877852264933
"Fire",110.8,0,13.1077232940324,14.1981350068012,15.2895009624497
"Fire",110.9,0,13.1054577691463,14.1980572426798,15.2911995929634
"Fire",111,0,13.1029742307074,14.1980198467213,15.2933334389092
"Fire",111.1,0,13.1004412112412,14.1977413133692,15.2954538387578
"Fire",111.2,0,13.0987160097625,14.1977381647223,15.2976014122109
"Fire",111.3,0,13.0970017564323,14.1976409237508,15.2994345496331
"Fire",111.4,0,13.0949553378245,14.1975664267134,15.3010819479128
"Fire",111.5,0,13.0930222704745,14.1970034794053,15.302744824058
"Fire",111.6,0,13.0912960323982,14.1968795275548,15.3052512941598
"Fire",111.7,0,13.0895320912503,14.1967608561574,15.3079628513552
"Fire",111.8,0,13.0865099877231,14.1969202546216,15.3097130723293
"Fire",111.9,0,13.0844184052212,14.1969849894654,15.3114500558222
"Fire",112,0,13.0818892995367,14.1969114464604,15.3132769450975
"Fire",112.1,0,13.0797924739645,14.1970146212802,15.3149268379354
"Fire",112.2,0,13.0772269788076,14.1973334243683,15.3170774248071
"Fire",112.3,0,13.0744315574838,14.1972023521698,15.3199799753715
"Fire",112.4,0,13.0722669268178,14.1968053869571,15.3214191791084
"Fire",112.5,0,13.0697453270846,14.1964325692882,15.3225445531471
"Fire",112.6,0,13.0676360281854,14.196060319626,15.3244583687813
"Fire",112.7,0,13.0663540335682,14.1958176038228,15.3267074278637
"Fire",112.8,0,13.0644198431291,14.1956590946021,15.3279210716841
"Fire",112.9,0,13.0619858822095,14.1956652243414,15.3294944446223
"Fire",113,0,13.0594671257688,14.1955788405624,15.3311164304683
"Fire",113.1,0,13.0571831590759,14.1952961208383,15.3329725496082
"Fire",113.2,0,13.0542961722259,14.1952711649215,15.3352250637811
"Fire",113.3,0,13.0527817727644,14.1952701381457,15.3372339197847
"Fire",113.4,0,13.051113611534,14.1952418511349,15.3394369614933
"Fire",113.5,0,13.0482111162654,14.1952468342865,15.3409857254197
"Fire",113.6,0,13.0458556835459,14.1953430111303,15.3429469676695
"Fire",113.7,0,13.0437854047974,14.195357097345,15.3448469774976
"Fire",113.8,0,13.0414184818934,14.1951973796374,15.3468499143804
"Fire",113.9,0,13.0393312324571,14.1952548543354,15.349388110642
"Fire",114,0,13.0370369341861,14.1949451006022,15.3508124894171
"Fire",114.1,0,13.0351935987558,14.1949053058917,15.3537015851498
"Fire",114.2,0,13.0327670277376,14.1945891317907,15.3558544712762
"Fire",114.3,0,13.0309000924055,14.1944325947505,15.3579071606322
"Fire",114.4,0,13.0289110497501,14.1945639684118,15.3592914138662
"Fire",114.5,0,13.0267508626425,14.1945869743733,15.3619727224999
"Fire",114.6,0,13.0247962622757,14.1947805181998,15.3646558430193
"Fire",114.7,0,13.0227779535652,14.1948512630394,15.3667538481351
"Fire",114.8,0,13.0207807371937,14.1945220582761,15.3687619748828
"Fire",114.9,0,13.0189558600758,14.1945800690843,15.3702862834399
"Fire",115,0,13.0163040039518,14.1944770148725,15.3720353789339
"Fire",115.1,0,13.0140109943593,14.1943043038003,15.3736594060099
"Fire",115.2,0,13.0116790391293,14.1940245394718,15.3761372961976
"Fire",115.3,0,13.0098560816763,14.1938645297664,15.3779878462854
"Fire",115.4,0,13.008060184682,14.1938929996548,15.3791775583769
"Fire",115.5,0,13.0062558450747,14.1937586634585,15.3809926845299
"Fire",115.6,0,13.0044190798532,14.1937128280071,15.3837121160876
"Fire",115.7,0,13.0024709996356,14.193665448555,15.3853537442594
"Fire",115.8,0,13.0003108921232,14.1935576609874,15.3869724252284
"Fire",115.9,0,12.9980831615035,14.1934105523668,15.3886090919408
"Fire",116,0,12.9956207113499,14.1932787779115,15.3906061424708
"Fire",116.1,0,12.9929363174408,14.1932423736643,15.3918551401014
"Fire",116.2,0,12.9906904457575,14.1927849948685,15.3939562144585
"Fire",116.3,0,12.988241350893,14.1926849280882,15.3964235577488
"Fire",116.4,0,12.9857675820844,14.1929007618096,15.398949281868
"Fire",116.5,0,12.9832214118771,14.1927630720635,15.401487091832
"Fire",116.6,0,12.9806261160924,14.1927084393559,15.4036389240986
"Fire",116.7,0,12.978645394325,14.192569518995,15.4052750416444
"Fire",116.8,0,12.9764991351565,14.1923772314297,15.4069065364472
"Fire",116.9,0,12.9743501238945,14.1921144908977,15.408542848328
"Fire",117,0,12.9722157802558,14.1919364584064,15.4105233676746
"Fire",117.1,0,12.9700930947589,14.1920772902128,15.4123704280803
"Fire",117.2,0,12.9679575692712,14.192321074396,15.4134727076173
"Fire",117.3,0,12.9649651686642,14.1921751912682,15.4155307087118
"Fire",117.4,0,12.9620880201807,14.1919842604466,15.4174356856169
"Fire",117.5,0,12.9593658319321,14.1920629234714,15.4199341597067
"Fire",117.6,0,12.9568265730565,14.191784239915,15.4212371649886
"Fire",117.7,0,12.9542289550532,14.1915612663295,15.4225336287809
"Fire",117.8,0,12.9527117120066,14.1912453032778,15.4244271566781
"Fire",117.9,0,12.9511879628083,14.1912431863962,15.4268918756815
"Fire",118,0,12.9491721657412,14.191241512089,15.4291210095431
"Fire",118.1,0,12.9463036441766,14.1912514138479,15.430983601004
"Fire",118.2,0,12.9437519852694,14.1913190556234,15.4332771299929
"Fire",118.3,0,12.9408527353403,14.1909973868012,15.4353888336533
"Fire",118.4,0,12.9383778613056,14.1908708654049,15.4376863319012
"Fire",118.5,0,12.936563659956,14.1906207386891,15.4394608427363
"Fire",118.6,0,12.933911616306,14.1906719173983,15.4416083185282
"Fire",118.7,0,12.9312543406236,14.1904358624499,15.4430301658656
"Fire",118.8,0,12.9286065408849,14.1904024341285,15.4456127368986
"Fire",118.9,0,12.9260163925505,14.1901828315798,15.4474820492132
"Fire",119,0,12.9242333530251,14.1899394870994,15.4493069086227
"Fire",119.1,0,12.9219669187432,14.1897406356781,15.4511437985012
"Fire",119.2,0,12.9189566987987,14.1894639064755,15.4529539854478
"Fire",119.3,0,12.9167736663865,14.1889100865817,15.4545577553653
"Fire",119.4,0,12.9142253145353,14.1884427115743,15.4566225606596
"Fire",119.5,0,12.9113573592789,14.1882153080022,15.4589767374814
"Fire",119.6,0,12.9085725920841,14.1880176476454,15.4605387985065
"Fire",119.7,0,12.9061396431797,14.1876293794644,15.4624466867603
"Fire",119.8,0,12.903765651901,14.1874096253566,15.4644268672701
"Fire",119.9,0,12.9016479890255,14.1875176084675,15.466497877204
"Fire",120,0,12.8995175990477,14.1875765706402,15.4686559451448
"Fire",120.1,0,12.8970569762852,14.1875998326216,15.4708140130855
"Fire",120.2,0,12.894396977244,14.1876700125165,15.4729665467108
"Fire",120.3,0,12.8915167895064,14.187783421228,15.4751177252421
"Fire",120.4,0,12.8888747164153,14.1876551840532,15.4772689037734
"Fire",120.5,0,12.8864025041595,14.1877484535514,15.4794718645302
"Fire",120.6,0,12.8839264499255,14.1875901225633,15.4822683028348
"Fire",120.7,0,12.8816651875561,14.1874875425045,15.4843492260532
"Fire",120.8,0,12.8795892095127,14.1872953705236,15.4864112117781
"Fire",120.9,0,12.8772711733715,14.1871318465757,15.4882822699987
"Fire",121,0,12.8745986920254,14.1868175627406,15.4900869906604
"Fire",121.1,0,12.8722366251751,14.1868513756096,15.4923271534926
"Fire",121.2,0,12.8697336371577,14.1865037053557,15.494478332024
"Fire",121.3,0,12.8674538085109,14.1863686274309,15.4966295105553
"Fire",121.4,0,12.8647554868679,14.1863889796388,15.4987806890866
"Fire",121.5,0,12.8623482393556,14.1861973561345,15.5008741062965
"Fire",121.6,0,12.8603247721934,14.1860696834018,15.5028169933906
"Fire",121.7,0,12.858300203436,14.1857678352525,15.5050749214585
"Fire",121.8,0,12.8562766342939,14.1854815403938,15.5071462861925
"Fire",121.9,0,12.8542112472603,14.1853806904232,15.5088704319296
"Fire",122,0,12.8519626003519,14.1850401026623,15.5105362108783
"Fire",122.1,0,12.8497139534436,14.1849590659052,15.5123092468721
"Fire",122.2,0,12.8476338934296,14.1849085232091,15.514760308351
"Fire",122.3,0,12.8454767140083,14.1848187285657,15.5160004631507
"Fire",122.4,0,12.8431448030623,14.1847455473393,15.5173410681352
"Fire",122.5,0,12.8403123570754,14.1846073918045,15.5188355869814
"Fire",122.6,0,12.8372522141519,14.1845820239785,15.520752222936
"Fire",122.7,0,12.8358855123882,14.1846655221604,15.5221422514711
"Fire",122.8,0,12.8331734582128,14.1844724594571,15.5240806245994
"Fire",122.9,0,12.8308401574952,14.1842988932816,15.5262569607951
"Fire",123,0,12.8287086071007,14.1840136758812,15.5284276199544
"Fire",123.1,0,12.8266606581615,14.1839284822082,15.5306351384609
"Fire",123.2,0,12.8246865655806,14.1837154100894,15.5327892361185
"Fire",123.3,0,12.8222999623163,14.1837626697565,15.5349759521024
"Fire",123.4,0,12.8200373946695,14.1836324976774,15.5371507227101
"Fire",123.5,0,12.8175269197495,14.1835113328572,15.5393225982558
"Fire",123.6,0,12.8149824897365,14.1832647882869,15.5413064477859
"Fire",123.7,0,12.8124651077487,14.1832837284559,15.5435571430141
"Fire",123.8,0,12.8102420410666,14.1828409119966,15.5454655077908
"Fire",123.9,0,12.8074083360069,14.1827406611287,15.5472583250875
"Fire",124,0,12.8053390186246,14.1829813733172,15.5488253663941
"Fire",124.1,0,12.8026339838951,14.1828192251606,15.551190602121
"Fire",124.2,0,12.799813994892,14.1825136368568,15.5531791529492
"Fire",124.3,0,12.7975988820347,14.18232426756,15.555072971413
"Fire",124.4,0,12.7948041548521,14.1821145260835,15.557035834786
"Fire",124.5,0,12.7922271052007,14.1821245091629,15.559573708465
"Fire",124.6,0,12.789690884665,14.1822500515425,15.5619465272525
"Fire",124.7,0,12.7871720945181,14.1821657351264,15.5641341531508
"Fire",124.8,0,12.7853502727973,14.1823293529174,15.5662185918047
"Fire",124.9,0,12.7838162053802,14.182461473255,15.568102825925
"Fire",125,0,12.7813421881677,14.1824510385094,15.5699795380073
"Fire",125.1,0,12.7788758849432,14.1823533259462,15.5718422812556
"Fire",125.2,0,12.7768807069959,14.1820421867273,15.5734872426116
"Fire",125.3,0,12.7750733753727,14.1818553065347,15.5751319864784
"Fire",125.4,0,12.7725483348865,14.181852435042,15.5773492110401
"Fire",125.5,0,12.7699051737886,14.1817400986418,15.5791031207806
"Fire",125.6,0,12.7678037853884,14.1816445167516,15.5809373875597
"Fire",125.7,0,12.7653604048046,14.1814186351546,15.583162654151
"Fire",125.8,0,12.7638079988463,14.1814418619465,15.585357864117
"Fire",125.9,0,12.7610374107047,14.1813272967406,15.5875624553423
"Fire",126,0,12.7589753893265,14.1811128347341,15.5897593129118
"Fire",126.1,0,12.757142454758,14.1809636558199,15.5919475356394
"Fire",126.2,0,12.7553500518644,14.180609047718,15.5941508234873
"Fire",126.3,0,12.7535772203681,14.1806091343189,15.595978840682
"Fire",126.4,0,12.7511855217993,14.1805713517539,15.5977313990044
"Fire",126.5,0,12.7484914703492,14.1804575068209,15.5994806112835
"Fire",126.6,0,12.7458173899097,14.1800671241022,15.6013910229178
"Fire",126.7,0,12.7440543985979,14.1800138080128,15.6037422489143
"Fire",126.8,0,12.7423441033343,14.180019435686,15.6060274140035
"Fire",126.9,0,12.7396174707582,14.1799181048427,15.6087031129032
"Fire",127,0,12.7367523331965,14.17990925045,15.6111926764392
"Fire",127.1,0,12.7349773133384,14.1799741158036,15.6136727547652
"Fire",127.2,0,12.731325362698,14.1798555457928,15.6154787222241
"Fire",127.3,0,12.7288362113238,14.1796088585254,15.6176932564076
