"Treatment.Act","BA","Recovery","cp.requirements","low","med","high"
"Mix",50.2,0,14,3.84849969864995,9.71593276438789,22.7530757429857
"Mix",50.3,0,14,3.84987061935528,9.70907544871899,22.7363323068813
"Mix",50.4,0,14,3.8525011675551,9.70350373042973,22.7071103753914
"Mix",50.5,0,14,3.8554576577723,9.69802103345361,22.6718717746753
"Mix",50.6,0,14,3.85755913219489,9.69191115404979,22.6247241621848
"Mix",50.7,0,14,3.86061797316648,9.6849457031446,22.5738975821763
"Mix",50.8,0,14,3.86162566677113,9.67738655058413,22.5230363793956
"Mix",50.9,0,14,3.86137921323401,9.67157167460022,22.4720967088363
"Mix",51,0,14,3.86045120234867,9.66622394718077,22.4220277780862
"Mix",51.1,0,14,3.86477385953749,9.65835632777998,22.3819001420034
"Mix",51.2,0,14,3.86663538667251,9.64987009699106,22.3481642232206
"Mix",51.3,0,14,3.86792967908799,9.64266382337758,22.3074572226921
"Mix",51.4,0,14,3.87317726158947,9.63707915635574,22.2722134043252
"Mix",51.5,0,14,3.87568813689036,9.62797587623018,22.2532690159542
"Mix",51.6,0,14,3.87909735098136,9.62346422502547,22.2016994842887
"Mix",51.7,0,14,3.87969141458464,9.61459922572599,22.1509634134575
"Mix",51.8,0,14,3.88144129113871,9.60809007674226,22.1121111830784
"Mix",51.9,0,14,3.88388204749211,9.60021684751888,22.0821975713705
"Mix",52,0,14,3.88630255780917,9.58911553850433,22.040840965312
"Mix",52.1,0,14,3.887521437105,9.58152966864737,22.0132217971027
"Mix",52.2,0,14,3.89086482462215,9.5759209646573,21.9807735847711
"Mix",52.3,0,14,3.89500173033079,9.56843935408544,21.9481969367194
"Mix",52.4,0,14,3.89766675666954,9.56178898187758,21.9097619925235
"Mix",52.5,0,14,3.90011592302511,9.55462860288459,21.8793207244867
"Mix",52.6,0,14,3.90157706920391,9.54541633204056,21.8382916607531
"Mix",52.7,0,14,3.90371978715638,9.54033580457254,21.7919475361118
"Mix",52.8,0,14,3.9025575382306,9.53519613398604,21.7781772381472
"Mix",52.9,0,14,3.9033530409289,9.52757892712779,21.7449122879533
"Mix",53,0,14,3.90475804377554,9.51900430511733,21.7111954003452
"Mix",53.1,0,14,3.90539461932599,9.51346633325116,21.6778903866534
"Mix",53.2,0,14,3.90514845155307,9.50863110428805,21.6442005383077
"Mix",53.3,0,14,3.90744237375367,9.5023295101054,21.5979071025663
"Mix",53.4,0,14,3.9087811526659,9.4965439327164,21.5651552858922
"Mix",53.5,0,14,3.90782610678695,9.49024276151965,21.5292283739668
"Mix",53.6,0,14,3.90729235513007,9.48352292696214,21.5014374493181
"Mix",53.7,0,14,3.90613543916057,9.47740410261027,21.4736416418833
"Mix",53.8,0,14,3.90579010506413,9.46866594258181,21.4298656525163
"Mix",53.9,0,14,3.90913041210914,9.46019962592663,21.3923013491818
"Mix",54,0,14,3.9113111721907,9.4519194361162,21.3450198479445
"Mix",54.1,0,14,3.91483847133926,9.44768648532587,21.3106890530547
"Mix",54.2,0,14,3.9174228611725,9.43979292538411,21.2878788099527
"Mix",54.3,0,14,3.91623118296141,9.43335598092134,21.2563475996082
"Mix",54.4,0,14,3.91593745423463,9.42669849200975,21.2230664695325
"Mix",54.5,0,14,3.91763488877754,9.41937910973151,21.1906621699832
"Mix",54.6,0,14,3.92273726237691,9.41115234832749,21.1666923241706
"Mix",54.7,0,14,3.92508963881496,9.40862919256955,21.1445077378573
"Mix",54.8,0,14,3.925481495338,9.403346922831,21.0973465357114
"Mix",54.9,0,14,3.92677350615368,9.39808774489997,21.083113193406
"Mix",55,0,14,3.92917938430956,9.39179418088625,21.0550041044453
"Mix",55.1,0,14,3.93173621223982,9.38385824222903,21.0280423063374
"Mix",55.2,0,14,3.93391376721889,9.37496811248308,21.0046479838176
"Mix",55.3,0,14,3.93623675877583,9.36893833337985,20.9543700388626
"Mix",55.4,0,14,3.93922730652377,9.35895111944514,20.941367341294
"Mix",55.5,0,14,3.94279293005728,9.35033583436083,20.9125840058683
"Mix",55.6,0,14,3.94322512036279,9.34366825781392,20.8711337686113
"Mix",55.7,0,14,3.94402389771729,9.33737510264464,20.830593313392
"Mix",55.8,0,14,3.9449423083045,9.333057403626,20.8022299535442
"Mix",55.9,0,14,3.94519173930834,9.32630097345785,20.7652757495577
"Mix",56,0,14,3.94665054521958,9.3172770949663,20.7350087192524
"Mix",56.1,0,14,3.94959094685637,9.30827621501247,20.7124432384476
"Mix",56.2,0,14,3.95030409484037,9.3026320754956,20.6781293895277
"Mix",56.3,0,14,3.95510041087292,9.29555333997891,20.6576383448405
"Mix",56.4,0,14,3.95716067632777,9.28989456443094,20.6200702549862
"Mix",56.5,0,14,3.95637812154841,9.28452420027862,20.5774499797571
"Mix",56.6,0,14,3.95755766583986,9.27506913512187,20.5473705098874
"Mix",56.7,0,14,3.95812348260333,9.27093127723427,20.5119941820133
"Mix",56.8,0,14,3.95804872555094,9.26396956969048,20.4744988420519
"Mix",56.9,0,14,3.95864479981315,9.25665044044159,20.4431103267268
"Mix",57,0,14,3.9591791650272,9.24948731941864,20.41787706769
"Mix",57.1,0,14,3.96180630081859,9.24333314990897,20.3784890368106
"Mix",57.2,0,14,3.96353255940426,9.23679813955273,20.3467368702613
"Mix",57.3,0,14,3.96609498740929,9.23059315465434,20.3207584700363
"Mix",57.4,0,14,3.96762580404054,9.22632668557323,20.2837113318069
"Mix",57.5,0,14,3.97021098615088,9.22181658697659,20.2497804805525
"Mix",57.6,0,14,3.9724386434793,9.21489968766043,20.2148178963378
"Mix",57.7,0,14,3.97088752337267,9.21013715430476,20.1844985308454
"Mix",57.8,0,14,3.96861939389177,9.20155403877838,20.1462994264257
"Mix",57.9,0,14,3.96987128662358,9.19672422684902,20.1171344645663
"Mix",58,0,14,3.97260481368669,9.18837432369898,20.0852854095663
"Mix",58.1,0,14,3.97353764159264,9.18341153352039,20.0472679324799
"Mix",58.2,0,14,3.97563953330623,9.17566864257812,20.0246098959605
"Mix",58.3,0,14,3.97682039253608,9.16766509940899,19.9967672993456
"Mix",58.4,0,14,3.97404412796954,9.16402935924315,19.9682930009954
"Mix",58.5,0,14,3.97953103919313,9.15758745121819,19.9411667521871
"Mix",58.6,0,14,3.98212112700906,9.15305335165934,19.9114763179428
"Mix",58.7,0,14,3.98455031453067,9.14526688765168,19.8812469592619
"Mix",58.8,0,14,3.98596774387724,9.14079489176424,19.8600870551354
"Mix",58.9,0,14,3.9860556582441,9.13224892131791,19.830363946219
"Mix",59,0,14,3.98538443689706,9.12542157684245,19.8027731300619
"Mix",59.1,0,14,3.98579232302839,9.12073376422923,19.7838055045849
"Mix",59.2,0,14,3.98835742164196,9.11391823731505,19.7644633117338
"Mix",59.3,0,14,3.99183926191803,9.10902553734393,19.7353268187807
"Mix",59.4,0,14,3.99232123659475,9.1013577663676,19.6949511187475
"Mix",59.5,0,14,3.99452277777233,9.09467294662564,19.6545719514918
"Mix",59.6,0,14,3.99632867958297,9.08676164239731,19.6253897723434
"Mix",59.7,0,14,3.99861566344096,9.08067996783085,19.6031895819606
"Mix",59.8,0,14,3.99808100880714,9.07540926559668,19.575239908594
"Mix",59.9,0,14,3.99777589486366,9.06785511062622,19.5471044709853
"Mix",60,0,14,3.99738677163796,9.06251953738138,19.5239770091964
"Mix",60.1,0,14,3.99737862340309,9.05560006184866,19.4976934294647
"Mix",60.2,0,14,3.99786024653706,9.04899915911546,19.4723721521219
"Mix",60.3,0,14,4.00308825366046,9.04247254179657,19.4554938294388
"Mix",60.4,0,14,4.00658741004388,9.03803561134505,19.4266496116772
"Mix",60.5,0,14,4.00829347132792,9.03168012948811,19.3875220037331
"Mix",60.6,0,14,4.00569440200663,9.02551402520266,19.3511197634487
"Mix",60.7,0,14,4.00911687342489,9.01809318237342,19.3232513636617
"Mix",60.8,0,14,4.01180622411493,9.01348696113174,19.2948046044901
"Mix",60.9,0,14,4.00840434076359,9.00783252197782,19.2630056463062
"Mix",61,0,14,4.0128031715005,8.99903953311281,19.2202613787
"Mix",61.1,0,14,4.01399304079565,8.99106930573074,19.1891884901155
"Mix",61.2,0,14,4.01307696758285,8.984652251658,19.1807009530154
"Mix",61.3,0,14,4.01216881135716,8.97724587566958,19.1304253263909
"Mix",61.4,0,14,4.0141092411861,8.97198839316693,19.0840021557573
"Mix",61.5,0,14,4.0155177663221,8.96482978359153,19.0636126018201
"Mix",61.6,0,14,4.01790557243354,8.9555628288843,19.043760408035
"Mix",61.7,0,14,4.01743207314255,8.9488984539901,19.0173585880177
"Mix",61.8,0,14,4.01588773627809,8.9406675979025,18.9876104101101
"Mix",61.9,0,14,4.01543224152565,8.9344972607676,18.970152579117
"Mix",62,0,14,4.0152258948375,8.92963351150405,18.9496430040546
"Mix",62.1,0,14,4.01431354383336,8.92619683532441,18.9295150510404
"Mix",62.2,0,14,4.01348804885037,8.92132356087121,18.9103557363184
"Mix",62.3,0,14,4.01372788436767,8.91806807514416,18.8830103278308
"Mix",62.4,0,14,4.01757347680528,8.91545837154164,18.8557565484892
"Mix",62.5,0,14,4.01607508940132,8.9105310505511,18.8260500163611
"Mix",62.6,0,14,4.01708642708046,8.90529673615094,18.7953914404386
"Mix",62.7,0,14,4.01782820082755,8.89967018717064,18.7725199863381
"Mix",62.8,0,14,4.01655616203539,8.89382954725325,18.7419760117001
"Mix",62.9,0,14,4.01417729471877,8.8854056947639,18.7104057767706
"Mix",63,0,14,4.01412963914693,8.88094588908685,18.6840115591625
"Mix",63.1,0,14,4.01232625219941,8.87062353928115,18.6668034371608
"Mix",63.2,0,14,4.00983029545151,8.86418271982467,18.6396188203503
"Mix",63.3,0,14,4.00709211114118,8.85785948571899,18.6127809339141
"Mix",63.4,0,14,4.00799836111998,8.85139368974503,18.5985043780006
"Mix",63.5,0,14,4.00553032631765,8.84547952910879,18.5824287603933
"Mix",63.6,0,14,4.00806756953079,8.8403436383864,18.5671171591954
"Mix",63.7,0,14,4.00866837122406,8.83327072684193,18.5369231405681
"Mix",63.8,0,14,4.00664157663997,8.82641963201485,18.5169151982041
"Mix",63.9,0,14,4.00812676908306,8.8205709514657,18.4958478779644
"Mix",64,0,14,4.00729686244009,8.81405001854795,18.4684529036227
"Mix",64.1,0,14,4.00577588308904,8.80662238079137,18.4469173139339
"Mix",64.2,0,14,4.00725857126269,8.80248207505112,18.4217663073639
"Mix",64.3,0,14,4.00519192524507,8.79691545192941,18.4125986548699
"Mix",64.4,0,14,4.00147061057038,8.78932621659487,18.3847074284331
"Mix",64.5,0,14,4.00367263857071,8.78227595260951,18.3593659986896
"Mix",64.6,0,14,4.00254802786365,8.77448310267119,18.3387737829491
"Mix",64.7,0,14,4.00355479400442,8.76738419283615,18.3288242622512
"Mix",64.8,0,14,4.00217943430441,8.75982978684372,18.2985616615151
"Mix",64.9,0,14,4.00300197853452,8.75452805362504,18.2866484280543
"Mix",65,0,14,4.00472058712043,8.75006589053106,18.2662830290978
"Mix",65.1,0,14,4.00357203215057,8.74583438641349,18.2469521809751
"Mix",65.2,0,14,4.00525953526768,8.74032363873413,18.2159541120604
"Mix",65.3,0,14,4.00586972410104,8.73737143990177,18.1956088848171
"Mix",65.4,0,14,4.00723092904958,8.73131327122592,18.1656700125793
"Mix",65.5,0,14,4.0095957552814,8.72473680202079,18.1487155405742
"Mix",65.6,0,14,4.00759715463434,8.71784664208353,18.1281612811077
"Mix",65.7,0,14,4.00553956046005,8.71186900033867,18.1020262811009
"Mix",65.8,0,14,4.00940016707286,8.7048095117956,18.0764456948225
"Mix",65.9,0,14,4.00909312383194,8.69778215954479,18.0571885865185
"Mix",66,0,14,4.00721975291102,8.69147471900032,18.0390581641044
"Mix",66.1,0,14,4.00832617744961,8.68666969852964,18.0048056741064
"Mix",66.2,0,14,4.00926146739975,8.68078247915199,17.9780908080089
"Mix",66.3,0,14,4.00763174680932,8.67593484542152,17.9599902517516
"Mix",66.4,0,14,4.00659774668659,8.66972674173583,17.9287895927471
"Mix",66.5,0,14,4.0067806428415,8.66631750186236,17.9048058721525
"Mix",66.6,0,14,4.00508276524427,8.65691016634872,17.8831287657264
"Mix",66.7,0,14,4.00386133803446,8.6520516185497,17.8668954489176
"Mix",66.8,0,14,4.00459457888667,8.64771334234408,17.8442569661992
"Mix",66.9,0,14,4.00262494933202,8.639549376875,17.8163022565607
"Mix",67,0,14,4.00388792567428,8.63202948116359,17.7858185029909
"Mix",67.1,0,14,4.00299834643575,8.62501569212617,17.7530627246813
"Mix",67.2,0,14,4.00147914180078,8.61807689640898,17.7371682897423
"Mix",67.3,0,14,4.00143419481359,8.6129573760274,17.7164727123244
"Mix",67.4,0,14,4.00099197225051,8.60570439035837,17.702595192562
"Mix",67.5,0,14,4.00001577991185,8.60022284153423,17.6861020035296
"Mix",67.6,0,14,3.99747844699688,8.59439632493933,17.6761708649887
"Mix",67.7,0,14,3.99912355971929,8.58833476138853,17.6559850001425
"Mix",67.8,0,14,4.0007800738699,8.58149978948833,17.6332356989926
"Mix",67.9,0,14,4.00045307561758,8.57699672308305,17.6223555436002
"Mix",68,0,14,3.99857538809342,8.57052240481194,17.5916003830782
"Mix",68.1,0,14,3.99852071909913,8.56429673348232,17.5752717668445
"Mix",68.2,0,14,4.00033937810805,8.55730664924424,17.5522049003961
"Mix",68.3,0,14,3.99989056785806,8.5523787041485,17.5424222763634
"Mix",68.4,0,14,3.99932386337287,8.54726152986544,17.5234287966507
"Mix",68.5,0,14,3.99728829979232,8.54290842224653,17.4908642552475
"Mix",68.6,0,14,3.99685081751784,8.53653602624917,17.4773678458323
"Mix",68.7,0,14,3.99814963107577,8.53246472261454,17.4543816873542
"Mix",68.8,0,14,3.99807035740546,8.52820572351623,17.4342814439505
"Mix",68.9,0,14,3.99766261926039,8.52306899330585,17.4184886769069
"Mix",69,0,14,3.99732306128803,8.51827382166809,17.3896891725323
"Mix",69.1,0,14,3.99658109890752,8.51403654920702,17.3718575650168
"Mix",69.2,0,14,3.99649886327916,8.50947179477814,17.3523898739429
"Mix",69.3,0,14,3.9961459945739,8.50433084381477,17.319677814142
"Mix",69.4,0,14,3.99254369509196,8.49999050045643,17.2954795606791
"Mix",69.5,0,14,3.99449923254849,8.49419613974629,17.2814227736401
"Mix",69.6,0,14,3.99499915631096,8.48767737079951,17.2767396606185
"Mix",69.7,0,14,3.99392393317795,8.48269340853261,17.2620206988291
"Mix",69.8,0,14,3.99194595429118,8.47593382453058,17.2456735630551
"Mix",69.9,0,14,3.99025528388424,8.47173591096467,17.2318242902137
"Mix",70,0,14,3.98786122478126,8.46637089979489,17.2074842403317
"Mix",70.1,0,14,3.9878778396064,8.45928535036539,17.1876836007814
"Mix",70.2,0,14,3.98480210351905,8.45557370472427,17.1782626528837
"Mix",70.3,0,14,3.98391421497904,8.45112842822325,17.1541086101268
"Mix",70.4,0,14,3.98293376274994,8.4432351715707,17.1327098589504
"Mix",70.5,0,14,3.98257309247077,8.43735417372273,17.1090844535968
"Mix",70.6,0,14,3.98194015462451,8.43292266635402,17.0959873178495
"Mix",70.7,0,14,3.98321663319478,8.42582893757319,17.0693555616587
"Mix",70.8,0,14,3.97862585434696,8.41711454850799,17.0456492886332
"Mix",70.9,0,14,3.97525208508978,8.41133536690324,17.046704433746
"Mix",71,0,14,3.97558948355804,8.40517567042922,17.0236694901294
"Mix",71.1,0,14,3.97626015626584,8.40009436828749,17.0033319499917
"Mix",71.2,0,14,3.97545185757069,8.39271333402137,16.9914887238378
"Mix",71.3,0,14,3.97323261911964,8.38729468067019,16.9741951383325
"Mix",71.4,0,14,3.97126224166188,8.38155640204496,16.9501178152163
"Mix",71.5,0,14,3.96944454111718,8.37588923481816,16.9311779291439
"Mix",71.6,0,14,3.96663918086922,8.37006748007847,16.9091673873131
"Mix",71.7,0,14,3.96319146280024,8.36454415712977,16.887228005859
"Mix",71.8,0,14,3.96163189803601,8.35867674989568,16.8728659841764
"Mix",71.9,0,14,3.96226116859307,8.3527414354185,16.8388853589888
"Mix",72,0,14,3.9600598690955,8.34684036461232,16.8103814198591
"Mix",72.1,0,14,3.95809996056766,8.34059674050139,16.8017238139292
"Mix",72.2,0,14,3.95737662711043,8.3351824607483,16.779053159088
"Mix",72.3,0,14,3.9556728407453,8.32912995149446,16.7611879671123
"Mix",72.4,0,14,3.95413646764819,8.32239383750234,16.7371210756894
"Mix",72.5,0,14,3.95483221010611,8.31839004651371,16.71783341025
"Mix",72.6,0,14,3.95260404315725,8.31174786598413,16.6902904356947
"Mix",72.7,0,14,3.94983935899092,8.30643468707279,16.6738816930929
"Mix",72.8,0,14,3.94804403579983,8.30073157754197,16.642109784304
"Mix",72.9,0,14,3.94540012742332,8.29469706462612,16.6147676580306
"Mix",73,0,14,3.9447946333475,8.28894146313365,16.6055994015141
"Mix",73.1,0,14,3.94384841098098,8.28346924997038,16.5733192850878
"Mix",73.2,0,14,3.94327635191827,8.2777343347642,16.5522527022534
"Mix",73.3,0,14,3.93979633747004,8.26928766003244,16.5282343521157
"Mix",73.4,0,14,3.93757282060622,8.26420784529231,16.5159245516577
"Mix",73.5,0,14,3.93578367002801,8.26003667496838,16.4924985006851
"Mix",73.6,0,14,3.93715674883322,8.2524801104639,16.4765023361353
"Mix",73.7,0,14,3.93742535973869,8.24628558296458,16.4576801182473
"Mix",73.8,0,14,3.93704020837762,8.24129106142646,16.450137018217
"Mix",73.9,0,14,3.93631971741475,8.235769349604,16.4566212902347
"Mix",74,0,14,3.9317386413708,8.22834597697496,16.4400935560271
"Mix",74.1,0,14,3.93063679195234,8.22265245335424,16.4345971862917
"Mix",74.2,0,14,3.92989314073128,8.21681562641319,16.4301524031632
"Mix",74.3,0,14,3.9286071277943,8.21165969956299,16.4095445261292
"Mix",74.4,0,14,3.92664291853327,8.20295270749986,16.3931588895067
"Mix",74.5,0,14,3.92216827160677,8.19698307272186,16.3740074347856
"Mix",74.6,0,14,3.9168534703874,8.19467922105371,16.3562300997967
"Mix",74.7,0,14,3.91924018331539,8.18799004663297,16.346728968607
"Mix",74.8,0,14,3.92027977668129,8.18128736290528,16.3241683053547
"Mix",74.9,0,14,3.92101453127131,8.17390704785724,16.3007239559002
"Mix",75,0,14,3.92205683680352,8.16936249887343,16.2795153338695
"Mix",75.1,0,14,3.91868559912203,8.16248778476449,16.2658472947402
"Mix",75.2,0,14,3.91660241353646,8.15707527065533,16.2440284017983
"Mix",75.3,0,14,3.91308616665547,8.15176987204148,16.2124568041213
"Mix",75.4,0,14,3.91126192316503,8.14634218788367,16.1961979764079
"Mix",75.5,0,14,3.90818560116168,8.13994600503464,16.1804500322534
"Mix",75.6,0,14,3.90901765911033,8.13370902070338,16.1593204167955
"Mix",75.7,0,14,3.90659672092557,8.13151787779261,16.1286338059779
"Mix",75.8,0,14,3.90432232863646,8.12429366548976,16.1170587660487
"Mix",75.9,0,14,3.90639128600042,8.11876945267868,16.097008505189
"Mix",76,0,14,3.90226761652501,8.11461607783374,16.0798704827329
"Mix",76.1,0,14,3.89961864262921,8.1096686259759,16.0794329910239
"Mix",76.2,0,14,3.89465525033111,8.10360344927193,16.0821110183393
"Mix",76.3,0,14,3.89075673872351,8.09743007170357,16.0742136599767
"Mix",76.4,0,14,3.88679786882692,8.09316330145164,16.0717921484446
"Mix",76.5,0,14,3.88323386305548,8.08900604377328,16.0607582880353
"Mix",76.6,0,14,3.88274757938537,8.08265423492212,16.0468526844141
"Mix",76.7,0,14,3.88276831372457,8.07682194977418,16.0344231502733
"Mix",76.8,0,14,3.8804817929327,8.07328930031626,16.03130064698
"Mix",76.9,0,14,3.87865163296227,8.06907259949156,16.0104493590944
"Mix",77,0,14,3.87559814723243,8.06219638397714,15.994560502046
"Mix",77.1,0,14,3.87249705005199,8.05658265038554,15.9917792844389
"Mix",77.2,0,14,3.87022577041734,8.05169373704913,15.9768499421372
"Mix",77.3,0,14,3.86688105428519,8.04669247594526,15.9659098337252
"Mix",77.4,0,14,3.86343668921931,8.04116065478739,15.9490273354862
"Mix",77.5,0,14,3.86106049789991,8.03642363509852,15.9391238863618
"Mix",77.6,0,14,3.86072162934649,8.02987389664817,15.9168757591241
"Mix",77.7,0,14,3.85620075300128,8.02228435898004,15.8979503646525
"Mix",77.8,0,14,3.85945616728473,8.01494835189199,15.8810202318527
"Mix",77.9,0,14,3.85873976734796,8.01115095265446,15.8690712838748
"Mix",78,0,14,3.85495687400794,8.00629641102262,15.8524581808754
"Mix",78.1,0,14,3.85106681904275,8.00113133519927,15.858118203109
"Mix",78.2,0,14,3.84560859612911,7.99801114883943,15.8461811186042
"Mix",78.3,0,14,3.84256388705027,7.99086281115603,15.8422981901971
"Mix",78.4,0,14,3.83957820368452,7.98413464832225,15.8331339519346
"Mix",78.5,0,14,3.83925489758856,7.97871734051267,15.8122569911503
"Mix",78.6,0,14,3.83409544356107,7.97392283850125,15.7975536233877
"Mix",78.7,0,14,3.83028809536532,7.96940969232378,15.7923175049343
"Mix",78.8,0,14,3.83012800913477,7.96612331910495,15.7837427159785
"Mix",78.9,0,14,3.82725726762472,7.96113723603727,15.753554735904
"Mix",79,0,14,3.82813392675473,7.95523874439543,15.7464813613975
"Mix",79.1,0,14,3.82702883318591,7.94858626570105,15.7378248297432
"Mix",79.2,0,14,3.82621761549079,7.94245956494855,15.726624844276
"Mix",79.3,0,14,3.82393392131401,7.93712963845876,15.7169762428763
"Mix",79.4,0,14,3.82148312052779,7.93203458915431,15.7013774460053
"Mix",79.5,0,14,3.81835364116748,7.92896588843768,15.684526137543
"Mix",79.6,0,14,3.81334459552085,7.92364269289387,15.6630804132556
"Mix",79.7,0,14,3.8139658598186,7.91774923174563,15.6550334252016
"Mix",79.8,0,14,3.81104119511989,7.91373284028728,15.6436910948202
"Mix",79.9,0,14,3.80503271337512,7.90729371992912,15.6307701998008
"Mix",80,0,14,3.80113603756421,7.90287275124817,15.6199983203695
"Mix",80.1,0,14,3.80222776558111,7.89826022865279,15.6012650216315
"Mix",80.2,0,14,3.79934016992561,7.89420292279395,15.5961399285814
"Mix",80.3,0,14,3.79624638846049,7.88765600099401,15.5856155876345
"Mix",80.4,0,14,3.78968339250136,7.88013213995683,15.5773275764166
"Mix",80.5,0,14,3.78613776920789,7.87509814325602,15.5758581556805
"Mix",80.6,0,14,3.78081285980893,7.8716683564666,15.574318472103
"Mix",80.7,0,14,3.77629093547136,7.86473881321652,15.5646352472386
"Mix",80.8,0,14,3.77312032220641,7.85979953157449,15.555009241251
"Mix",80.9,0,14,3.77114505176882,7.85541517977,15.5451487694378
"Mix",81,0,14,3.76535858992299,7.84972245000838,15.522393395182
"Mix",81.1,0,14,3.76313381042894,7.84489252144784,15.5169527336939
"Mix",81.2,0,14,3.76035757147901,7.83904650655376,15.5124412432429
"Mix",81.3,0,14,3.7560916262016,7.83280591047872,15.494963388669
"Mix",81.4,0,14,3.7522703754572,7.82544492023459,15.4911355265247
"Mix",81.5,0,14,3.74814836474553,7.82218675490609,15.4868433258899
"Mix",81.6,0,14,3.74311465616602,7.81838759963865,15.4771755680996
"Mix",81.7,0,14,3.74438275433577,7.81306215027698,15.4679244267816
"Mix",81.8,0,14,3.74000976189227,7.80884188979596,15.4611094790014
"Mix",81.9,0,14,3.73688150260919,7.80246213249966,15.4537973552713
"Mix",82,0,14,3.73520142410557,7.79710811221695,15.4484336442835
"Mix",82.1,0,14,3.73411310348084,7.79013604138862,15.4433576439705
"Mix",82.2,0,14,3.73004864980756,7.78496906528662,15.4335665798372
"Mix",82.3,0,14,3.72611721666969,7.77857202250745,15.4234671906699
"Mix",82.4,0,14,3.72358371125626,7.7705264156086,15.408392528876
"Mix",82.5,0,14,3.7243378796691,7.76534823401262,15.3901984490552
"Mix",82.6,0,14,3.71872659943668,7.75867302681103,15.3712365008028
"Mix",82.7,0,14,3.71844541680153,7.75455233747959,15.3710930442493
"Mix",82.8,0,14,3.7151887504467,7.75036740855307,15.3625104083035
"Mix",82.9,0,14,3.71350106809488,7.7455423521459,15.3582940671708
"Mix",83,0,14,3.70902017210024,7.74078533790144,15.3484264240292
"Mix",83.1,0,14,3.7093190279872,7.73590428084957,15.3393129495341
"Mix",83.2,0,14,3.70350176945486,7.73122345906288,15.331006640031
"Mix",83.3,0,14,3.70095836607804,7.72772495256701,15.3290029307565
"Mix",83.4,0,14,3.69879071864542,7.72311984776188,15.321019022226
"Mix",83.5,0,14,3.69287480920849,7.71934142067071,15.3123362497069
"Mix",83.6,0,14,3.68608307619263,7.7137412347671,15.3038967560432
"Mix",83.7,0,14,3.68202095077795,7.7092427292147,15.2982445209241
"Mix",83.8,0,14,3.67676861459105,7.70528767713864,15.2944003503581
"Mix",83.9,0,14,3.67118612948048,7.6980067282985,15.2854148086436
"Mix",84,0,14,3.66658586478302,7.69338402445571,15.279488997681
"Mix",84.1,0,14,3.66033318786952,7.68709318453829,15.278747703085
"Mix",84.2,0,14,3.65663768960859,7.68158405566118,15.2713096107955
"Mix",84.3,0,14,3.65355256145465,7.67615307625712,15.2684214520146
"Mix",84.4,0,14,3.65246062617966,7.67150396238416,15.2670271497439
"Mix",84.5,0,14,3.648523466838,7.66663528986471,15.2640327144441
"Mix",84.6,0,14,3.64674560164186,7.66203633325722,15.2505381861263
"Mix",84.7,0,14,3.64519270730889,7.6554036559896,15.2405874471385
"Mix",84.8,0,14,3.6423775353076,7.65014935262332,15.2417639790674
"Mix",84.9,0,14,3.63775969494934,7.64554425770267,15.2346098679386
"Mix",85,0,14,3.63212141407457,7.6405178330825,15.230818943343
"Mix",85.1,0,14,3.62882021289728,7.63478416729019,15.2216573463956
"Mix",85.2,0,14,3.6255246082691,7.6288801234875,15.215830410912
"Mix",85.3,0,14,3.61934344817802,7.62501902676461,15.2166701518332
"Mix",85.4,0,14,3.61510573505213,7.61984429750351,15.2124286766366
"Mix",85.5,0,14,3.60984440700811,7.61498487049082,15.2099419816224
"Mix",85.6,0,14,3.60824175206993,7.6109086322633,15.2088810539103
"Mix",85.7,0,14,3.60109128812806,7.60544929592067,15.2069274545531
"Mix",85.8,0,14,3.59688055940273,7.60090513411618,15.2067713491204
"Mix",85.9,0,14,3.5918547749174,7.59495489374845,15.2040816983236
"Mix",86,0,14,3.58659120307746,7.58767515552592,15.1983884306331
"Mix",86.1,0,14,3.58060474972169,7.58347471067926,15.1936689985957
"Mix",86.2,0,14,3.57723033223544,7.57728067377337,15.1879237460262
"Mix",86.3,0,14,3.5734787967729,7.57344463558162,15.1844722494665
"Mix",86.4,0,14,3.56818326856287,7.56793785541367,15.1807571189421
"Mix",86.5,0,14,3.56524562534579,7.56204608146501,15.1772934669273
"Mix",86.6,0,14,3.56085368599634,7.55557438458043,15.1769259366728
"Mix",86.7,0,14,3.55600040366505,7.55001685919867,15.1730362961185
"Mix",86.8,0,14,3.55221793969596,7.54510513730153,15.1680457884402
"Mix",86.9,0,14,3.54735696659119,7.54141432215594,15.1706185843137
"Mix",87,0,14,3.5430833159901,7.5378856710227,15.162735853224
"Mix",87.1,0,14,3.53821456624687,7.53225364830529,15.1568481642305
"Mix",87.2,0,14,3.53538423196537,7.52695314926122,15.1487517265822
"Mix",87.3,0,14,3.53107257439311,7.52297931069253,15.1460001426028
"Mix",87.4,0,14,3.52684828858249,7.51637850917167,15.138400863208
"Mix",87.5,0,14,3.5230623102123,7.51038384316816,15.135072253896
"Mix",87.6,0,14,3.51929351576442,7.50604959217121,15.1277413572799
"Mix",87.7,0,14,3.51553106251539,7.50110983748395,15.1216268774472
"Mix",87.8,0,14,3.51160926070644,7.49742450192074,15.1179068924235
"Mix",87.9,0,14,3.50515766721921,7.49236630586202,15.1063765510222
"Mix",88,0,14,3.49869302841083,7.4871471364248,15.0956185318557
"Mix",88.1,0,14,3.49321016814225,7.48081545604825,15.0880183197748
